Nederlands;Gronings
Het is echt het hoge noorden! Maar...;Het is echt ‘het hoge Noorden!’ Maar ...
Gewoon meedoen en je hebt geen kind aan.;Gewoon mitspeulen en je hebben ter gain kind aan.
Vaak keek hij er ook wat eigenaardigheid bij.;Voak keek hai der din wat aigenwies bie.
Blikveld, 'laat ons het maar doen!';Blikveld, 'loaten wie t mor doun!'
Op al haar vragen gaf Blikveld antwoord.;Op aal heur vroagen gaf Blikveld antwoord.
Vijf dagen was de leraar Nederlands ziek.;Vief doagen was leroar Nederlands zaik.
Hij vond dat zij voor haar beurt sprak.;Hai von dat zai veur heur beurt proat haar.
Lees moet ik in de stad zijn voor mijn werk.;Lest mos k in Stad wezen veur mien waark.
En dat schijnt voor een belangrijk deel te komen omdat;En dat schient veur n belangriek dail te kommen omdat
Dan hoor je van zichzelf ook veel meer.;Din heurst ze vanzulf ook veul meer.
De stad wordt aanbevolen als een beter alternatief voor Amsterdam.;Stad wordt aanbevolen as n beter alternatief veur Amsterdam.
Er waren veel zwavelknusten op het dak.;Der wazzen veul swaalfkenusten op t dak.
Een ander zwaalfje kuste om zijn nek.;n Aander swaalfke soesde om zien nek.
Met een voorsprong gereguleerde de jongen van het dak af.;Mit n voart roegelde jong van t dak òf.
Zuidwest- en 'Rest-Grunnen'.;Zuudwest- en 'Rest-Grunnen'.
Hij doet zijn ogen dicht en vult zijn handen.;Hai dut zien oogjes dicht en voldt zien handjes.
Op een mogelijke heldenstatus in Groningen.;Op n meugelke heldenstoatus in Grunnen.
Ei dat gelegd wordt, mag hij meenemen.;Aaier dij legd worden, mag hai mitnemen.
Ze legt iets en wacht tot de buurman uit zicht is.;Zie lagt wat en wacht tot buurman uut zicht is.
Gevaarlijke wapen uit een Chinese fabriek!;Gevoarlek woapen uut n chinese febriek!
Hoe de ander denkt, ik zou het niet weten;Hou d'aander denkt, ik zol t nait waiten
Hoe moet ik dat weten als ik al niet eens ben;Hou mout ik dat waiten as ik al nait ains
Bert Weggemans (Vrij naar Ellen Warmond);Bert Weggemans (Vrij noar Ellen Warmond)
Maar hij ontsnapte en ging er weer van deur.;Mor hoas ontkwam en ging der weer van deur.
Er is veel vaalsheid en er is veel nep.;Is veul vaalzeghaid en is zoveul nep.
Ik ben echt blij dat ik je heb leren kennen.;k Bin echt bliede dat k die kennen leerd heb.
Oh, wat is dat toch een liefje!;Och, och wat is dat ja n laiverdje!’
In het verleden klinken de zachte tenen;In t verschait klinken de zaachte tonen
Ik hoor hun hakken, breken en slepen.;k Heur hakken, breken en sleupen.
Respect is hier, denk ik het juist!;Respekt is hier dunkt mie t juuste geboar!
Nu weet ik wel waar ik naartoe kom.;Nou wait ik wel woardat ik vandoan kom.
Dat gebeurde meer vaak, gewoon onderweg.;Dat gebeurde meer touvaleg, gewoon onderwegens.
Mijn film is gelukkig nog niet af.;Mien film is gelukkeg nog nait òflopen.
Onderweg gaf ze een dikke knipoog naar hem;Onderwiel gaf zai n dikke knipoog noar
Weet je wat er zo bijzonder aan dit verhaal is?;Wait je wat zo biezunder is aan dit verhoal?
We spreken Gronings, en zo is dat!;Wie proaten Grunnegs, en zo is dat!
En wat doen de stadsmarketeers?;En wat doun ‘stadsmarketeers’?
Denk even mee: ketenmariniers?;Denk ais even mit mie mit: ketenmariniers?
De kijkers zaten, maar de tickets waren veel te duur.;Kiekers zat, mor koartjes veuls te duur.
Met de schuilwielen ervan kan de jongen;Mit de ziedwieltjes deraan kin klaainzeun
de krummels voelen zich in haar Slouchterbos.;de krummels vuilen in heur Slochterbos.
Het harde geluid gaat over de havenplaats.;t Haarde geluud gaalmt over hoavenploats.
In de haven liggen ook verlicht schepen.;In d'hoaven liggen ook verlichte schepen.
Vorig jaar was voor hem geen goed jaar.;Òflopen joar was veur hom gain goud joar.
Met onder meer water dat de zee in beweging is.;Mit onder meer woater dat aiveg in bewegen is.
"""Dat is ja goed,"" zegt de omwinster.";‘Din ist ja goud,’ zegt omswinder.
Ik zoek hier de eenzaamheid.;‘Ik zuik hier d'ainzoamhaid.
Nou, wees er dan maar blij mee en...;‘Nou, wees doar din mor bliede mit en ...
Het voorhangsel is voor iedereen gescheurd.;t Veurhangsel is veur eefkes scheurd.
Dat vond ik erg, ik weet niet waarom.;Dat vuil mie wat tegen, ik wait nait woarom.
Uw hond luidt u nog niet buiten de deur.;Joen hond luit je nog nait boeten deure.
"""Dus laat me dat meisje niet alleen!";'Doe letst mie dat wicht nait allaint!
Bij de buurvrouw op de route tikt.;Bie de buurvraauw op d'roete tikt.
Hij die niet luisteren wil, moet maar voelen.;Dij nait luustern wil, mout mor vuilen.
Ja man, kijk dat is 'Lange Twi'.;Joa man, kiek dat is 'Laange Twij'.
"""Streep"" ligt daar vlak bij de zee.";'Streep' ligt doar stoef bie Moar.
Twijfel, ik had haar sleutelbord opgehold...;Twievel, k haar kevòrt löshoald ...
Geen adres, geen afzender, geen zegel.;Gain adres, gain òfzender, gain zegel.
De laatste brief was een dag na kerstdagen.;Leste braif was n dag noa karstdoagen.
En raad eens wat zijn kosten zijn...';En road ais wat of zien laivelingskost is ...'
Nu praat ik niet graag met meel in mijn mond ...;Nou proat ik nait geern mit meel in de mond ...
Door het praten wordt het alleen maar erger.;Deur t proaten wordt t allain moar aarger.
Die gedachte maakt hem wel een beetje verdrietig.;Dij gedachte moakt hom wel ains verdraiteg.
Van de kringloop krijgt hij kinderspelen.;Van de kringloop krigt hai kinderspeulgoud.
Boten op het water met kloptende zeilen.;Boten op t woater mit klappernde zaailen.
Overal blinken onze vlinders in de muis.;Overaal blonken ons vlintjes ien muit.
"En dan moet je lopen!"" Hij huilde voor mijn huis.";En din kins lopen!' Hai hil ho veur mien hoes.
Hoe het ging met Krien dat de deur naar mij toe.;Hou t goan was mit Krien dat vrat aan mie.
Onmiddellijk schoot die man op de teekast of ...;Op slag schoot dij man op teekastje òf ...
"We gaan weg! "" Ik rende achter haar aan.";Wie goan vot!' k Laip achter heur aan.
Mensen-je-niets huilt er niet van.;Menserger-je-nieten huil e nait van.
Haar droom kan dan eindelijk waar worden...;Heur dreum kin din endelk woarhaid worden ...
Ik kijk misschien niet goed uit mijn doeken, of...;Kiek ik meschien nait goud uut mien doppen, of ...
Ze liep er een pakje condooms aan.;Zai langt d’ol boas n pakkie kondooms aan.
Je kat houdt zijn grote baai nog even in.;Dien kadde holdt zien grode bah nog wel even in.
Door keronabeertjes geen dikke visie.;Deur keronoabepaarkens gain dikke veziede.
Het was een heel bijzondere verjaardag.;t Wer n hail biezundere joardag.
Stem moedig, zet Grunnen niet in de min!;Stem moudeg, zet Grunnen nait in de min!
Niet bepalen een communistische auto rijst!;Nait bepoald n kommunistisch kar rechie!
Hij heeft gelijk, dacht ik en vond hem;Hai het geliek, docht ik en gunde hom zien
Er was in ieder geval iets aan de achterkant.;Der was votdoadelk wat tuzzen dij baaident.
Veel groenten en fruit eten, en niet vergeten vitamine;Veul greunte en fruit eten, en nait vergeten vitamine
B12 en in de koude maanden van het jaar vitamine;B12 en ien kolle moanden van t joar vitamine
Er werd weer een avondklok ingesteld.;Der wort weer n oavendklok iensteld.
Ik was in het dorp voor de boschoppen.;k Was ien dörp veur bosschoppen doun.
"Begrijpt u? ""Dat begrijp ik.";Begriepste?' 'Dat begriep k.
We achter een dikke kom waterzooi te zien.;V achter n dikke kom woaterzooi te zain.
Heel lang geleden was er even een meisje die;Hail laank leden was der ais n wichtje dij
Karen liep in kleedjes van zuivere zijde.;Karen luip in klaidjes van zuver ziede.
Al helemaal blij was ze met die nieuwe stappers.;Haildaal bliede was zai mit dij nije stappers.
Zulfs Mariabeelden zweven af en toe.;Zulfs mariabeelden swoaiden hin en weer.
"""Nee is nee,"" zei de oude vrouw.";'Nee is nee,' zee olde vraauw.
Door Groenland, over Water en Klaai.;Deur gruinlaand, over wodder en klaai.
In de keuken ging ze voor de spiegel staan.;Ien keuken ging zai veur spaigel stoan.
En wat nog erger was: één kant was er af!;En wat nog beder was: ain kaant ales der òf!
Zo iemand krijgt gauwweg een bijnaam.;Zo aine krigt gaauwachteg n bienoam.
KREUZE nummer 9 2 jaargang november 2007;KREUZE nummer 9 2 joargang — november 2007
"Haakmaak en haakmaak redactionele adres;";"Hakkemak en nikkenak redaksie-adres;"
Kruis 10 komt uit begin januari;Kreuze 10 komt oet begun jannewoarie
Dat feest is daarom genoemd voor leden van de aansluiting;Dat feest is vanzulf benoam veur leden van aansloten
Kon ze ook even zien, hoe hij daar woonde.;Kon ze ook ains zain, hou hai doar woonde.
Ze waren allebei 83 en begonnen opnieuw.;Ze waren allebaaident 83 en begonnen weer vannijs.
Die was van de reunie van zijn legerschool.;Dij was van de reunie van zien legere schoul.
De hond begint opnieuw te koken.;Hinnerk begunt vannijs te kuggeln.
We waren heel benieuwd wat er verder zou gebeuren.;Wie waren brandnijsgiereg wat der verder gebeuren zol.
Geld, of naar dat jonge meisje;Gelder, of noar dij jonge wichter oet
Ik leefde naar voormalig maar je kwam achterom;Ik leefde noar veuren mor doe kwamst achterom
Geklangen met mondroos, dat was wel.;Geklungel mit mondörgel, dat wast wel.
En gekleed met blokflaide bij Van der Glas.;En geklooi mit blokfloide bie Van der Glas.
Hij blijft met het wiel vastzitten in het spoor.;Hai blift mit t rad in t spoor vastzitten.
De hele familie en de vrienden komen op verf.;De haile familie en de vrunden kommen op verziede.
Maak een plezier dat we er aan ervaren!;Mor n plezaaier dat wie der an beleven!
We hoorden het allemaal van veel verhalen.;Wie heurden t aal van veule verhoalen.
17 Smoken Zweren dook, woazeg.;17 Smoken Zwoare dook, woazeg.
Een gevoel dat de hele wereld vergaat.;n Gevuil, dat haile wereld vergaait.
2 salon bij Vader Schaap aan huis.;2 Kapsalon bie Paiter Schoap aan hoes.
Het staal was nodig voor tanks en kenonnen.;Stoal was neudeg veur tanks en kenonnen.
Al gauw was er aan roken een zware gebrek.;Al gaauw was der aan rokerij swoar gebrek.
Die het konden betalen, rookten dikke sigaren.;Dij t betoalen konnen, rookten dikke segoaren.
Vader huurde land van boer tegenover de winkel.;Pa huurde laand van boer winkel tegenover.
Hier en daar werd onze drijfkleur al uitgehaald.;Hier en doar wer ons drijkleur al oethongen.
Ik vergeet zo snel de naam,;k Vergeet zo biester gaauw de noamen,
In de mouwen van haar trui verdween.;Ien de mouwen van heur truie verdween.
Men kan niet altijd hebben wat hij graag wil.;Ain kin nait aaltied hebben wat hai groag wil.
Toen we een poosje in de duisternis aan het lopen waren, zei hij;Dou wie n zetje in duuster aan loop waren, zee
Jij krampte me ook een beetje in de problemen.;Dou bekroop mie ook n beetje baangeghaid.
We hebben nooit meer een woord met elkaar uitgewisseld.;Wie hebben nooit meer n woord mit mekoar wizzeld.
O, iedereen kiest voor zichzelf, maar toch...;Och, elk kaist veur zokzulf, mor toch ...
Wat een leven, maar het maakt toch niet uit voor mij;Wát n leven, mor t huift toch nait veur mie
Altijd zappelen en stil zitten is niet toevallig.;Altied sappeln en stil zitten is ter nait bie.
Ze leven van ruzie en spelen voor de held;Zai leven van roezie en speulen veur d'held
O, kerel, kijk toch eens!;‘Och kerel, kiek nou toch ains!
Ter vloei overal licht aan in de kamer.;Ter floept overaal licht aan in koamer.
Daar kunnen weer heel wat mensen voor liggen!;Doar kinnen weer hail wat minsken krom veur liggen!
Heeft er een vrouw naast je?;Ligt ter n vraauwspersoon noast die?
Het zweet loopt hem als een broek bij de kop.;t Swait lopt hom as bragel bie kop dele.
Hij neemt een zwaai en is al bijna bij de deur.;Hai nemt n zwaai en is al hoast bie deur.
haar kleine meid gaf geen oase.;heur leutje wicht gaf gain oazem.
Vroeg uit jullie ogen straalde het blijde meisje.;Vrij uut joen ogen stroalde t bliede wicht.
Zo kreeg je nooit en nooit passie.;Zo krigste nooit en te nimmer pesjìnten.
Hinderk aan, en die vervolgde: 'ik;Hinderk aan, en dij vervolgde: 'k
Maank Jan en ik gaan het niet zo goed meer.;Maank Jaan en mie löpt t nait meer zo goud.
Bespreek uw problemen met hem of haar.;Bespreek joen perblemen mit hom of heur.
Een tijdje later kwam de buurman op bezoek.;n Tiedje loater kwam noaberske op bezuik.
Hij moest boven ja lawaai uit de tent ernaast.;Hai mos ja boven lewaai uut van tenten dernoast.
Een poosje later zeiden we in een draaimavelbakje van;Even wieder zoeiden wie in n draaimeulenbakje van
Zeg je dat morzo, is dat geen vloekwoord?;Zeg je dat morzo, is dat gain scheldwoord?
Die waren er ongeveer twintig jaar geleden ...;Dij wazzen der zo’n twinteg joar leden ...
in WOI. Gerhard P.J. Jansema;in WOII.' Gerhard P.J. Jansema
Mijn baby heeft zijn moeder meegenomen op het land;Mien waigje nam moeke mit op t laand
Zijn grijze haren stonden alle kanten uit.;Zien grieze hoar ston ale kanten oet.
We weten allemaal dat Evert niet van koffie houdt.;Mos waiten dat Evert nait van gekhaid holt.
Ik hoorde dat het dier aan het maauwen ging.;k Mainde dat daaier aan maauwen ging.
Ik ben er zeker van dat ze voor de kat speelde.;k Bin der wis van dat zai veur kat speulde.
Je huilde ze vast toen de deuren dichtgingen;Huilst ze vaaste dou deuren dichtgöngen
We werken samen op de gang, mevrouw;Wie waarken soam op ien gaang, vraauw
Ze ging wel vaker over het zelfde stukje.;Ze ging wel voak over t zulfde stukje.
Veel mensen zijn nu verzekerd van een goede inkomen.;Veul lu binnen nou verzekerd van n goud inkommen.
Mijn gedachten gaan naar de Oostwoud.;Mien gedachten goan noar Oostwold.
En daarom komt dit keer mijn verhaaltje ...;En doaroet komt ditmoal mien verhoaltje ...
De slogan wordt al ruim dertig jaar gebruikt.;De slogan wordt al ruum datteg joar bruukt.
Op een weg bij de klimaatproef op de;Op n weg bie de klimoatproeftune op de
Onze schoonvaders hebben allemaal erg last van de rug.;Schoonzeuns hebben aalbaaident slim last van rug.
Heilige oorlog tegen WbW, Wie zijn Wij.;Haailege oorlog tegen WbW, Wie binnen Wie.
De Homo individudu sapiens zelf, vanzelf.;De Homo individudu sapiens zulf, vanzulf.
Het geluk van iemand is vaak het ongeluk van iemand anders.;Geluk van ain is voak ongeluk van n aander.
Ik heb jarenlang verhalen voor mensen geschreven.;Heb joarenlaank verhoalen schreven veur minsen.
Schane, daar heb ik haar niet voor geschreven.;Schane, doar heb k heur nait veur schreven.
Strikt aan kan de meeste insecten lezen.;Stoareg aan kinnen mainste insecten lezen.
Denk dat we maar met sprookjes moeten beginnen ...;Dink dat wie mor mit sprookjes begunnen mouten ...
We liepen met ons beiden bij opa en opa;Wie lozaaierden mit ons baaident bie opa en opoe
Je drong alles bij me aan om te verhalen.;Doe drongst aal bie mie aan om verhoalen.
Dat hij graag bij mensen thuis kwam en ...;Dat hai geern bie minsen in huus kwam en ...
Oh nou ja, het zou zijn tijd wel duren.;Och nou joa, t zol zien tied wel duren.
Jens computer af en dacht aan het woordje slim.;Jens computer òf en docht aan t woordje slim.
Controleer de elektrische meter.;Controle van de ‘elektrieke’ meter.
Reductie in 1594* kregen de Calvinisten;Reduktie ien 1594* kregen kalvinisten ien
Laat hem maar verdrinken, ik help hem niet!';Loat hom mor verzoepen, ik help hom nait!'
Lees het verhaal Vrouw daarbij...1.;Lees t verhoal ‘’Vroug der bie...1.
Wat hebben we van deze coronatie geleerd,;Wat hebben wie leerd van dizze coronatied,
En gaan we verder zo als voor een dik jaar.;En goan we wieder zo as veur n dik joar.
"Ik ben er niet op gerust om jullie te kennen;";"Ik bin der nait gerust op mouten joe waiten;"
Je hebt geen contacten, of heel anders samen.;Hoast gain kontakten, of hail aans soam.
Studeren en werken dat moet vanuit huis;Studaaiern en waarken dat mos vanoet hoes
"Speelde vooruren en jij? ""Achterijn.";Speulde veurien en doe?' 'Achterien.
Dat zal jou en ons veel plezier geven.';Dat zel die en ons veul pelzaaier geven.'
De vrouw wiens rotten in de tuin waren.;Vroug wèl zien roeten ienmieterd haar.
19 Hindernis had hem op een stoel geplaatst.;19 Hinderk haar hom op n stoul deel zet.
Altijd en altijd geloven en vertrouwen in;Immer en aaltied geleuven en vertraauwen ien
KREUZE nummer 92 16e jaargang, september 2021;KREUZE nummer 92 16e joargang, september 2021
Ze zag 5 voor een Z aan, het ging weer fout.;Ze zag 5 veur n Z aan, t ging weer mis.
Telefoon gaf een code van 6 cijfers door.;Tillefoon gaf n code van 6 sievers deur.
"Persoon! ""Eufemisme!"" ""De vrede van";Persie!' 'Eufemisme!' 'De vrede van
Op de vraag: 'hoe wordt de rode buurt in;Op de vroag: 'hoe wordt de rosse buurt in
Lees afgelopen dag, dat één op de twaalf kinderen in;Las lestdoags, dat aine op de twaalf kinder in
Nederland opgroeit in armoede.;Nederlaand opgruit in aarmoude.
De begraafplaats lag vlak buiten het dorp.;Begroafploats lag krekt boeten dörp.
Tranen waren in het dorp niet aan de gang.;Troanen wazzen ien dörp nait aan loop goan.
Of heeft mevrouw Maier haar in het bos gevonden?;Of der vraauw Maier ien bos trovven haar?
Pin zachtjes bij Ariela of: €6,40.;Pin zachtjes bie Ariela òf: € 6,40.
Daar zat ik alleen te wachten, toen de dokter binnen kwam.;Doar zat ik allain te wachten, dou dokter binnen kwam.
Op het hoofdstation gingen we even in de kiosk.;Op hoofdstoatsion gingen wie even in kiosk aan.
De baby was op zoek naar zijn huis.;Baistje was op zuik noar zien huus.
In de hoedanigheid van een woning,;Ien de hoedoanegheid van n woning,
(Vrij naar Judith Herzberg) Bert Weggemans;(Vrij noar Judith Herzberg) Bert Weggemans
Noord-Nederlandse boerenbedrijven.;Noord-Nederlaandse boerenbedrieven.
Vera en Steyntje wisten niet wat ze zagen.;Vera en Steyntjie wozzen nait wat ze zagen.
Vera knipoogde: een goed boerbesluit.;Vera knipoogde: n goud boerbesluit.
Voer ledders en een hart op een trui;Vaaier ledders en n haart op n trui
De adje noemde de man een half slachter.;Adje nuimde homzulm n haalve slachter.
Zo'n meisje had geen spier lief kind.;Zukse wichter haren gain spier laifde kind.
Er zit een laag gescheurd betonnen op dat roet.;Der laag gescheurd beton op doar roet ienston.
Boven haar klopte Groetje hard op de grond.;Boven heur stampte Greetje haard op grond.
Die jongen liep duizends door een ronde kou in.;Dij lub laip dwaars deur n robonde kou hìn.
School is nooit iets voor Kneels geweest.;Schoul is wis noeit wat veur Kneels west.
Moeder kon daar ja niet zo veel aan doen.;Moeke kon doar ja nait zo veul aan doun.
Maar ja, Keudel ging naar snoep, vanzelfsprekend.;Mor ja, Keudel ging aan slik, vanzulm.
Kauwen die Knieën naaien te veel.;Kaauwen dee Kneels naait te veul.
Moeder zet haar tanden en kousen in petrol.;Moeke haar taanden en koezen in petreulie zet.
Veel had het druk, maar Kneels ook.;Viel haar t drok, mor Kneels ook.
Maar ja, het was van wie hij afzag.;Mor ja, t was wèl eefkes òfzain.
Keudel is onlangs ook met kozen aan de rij.;Keudel is lestent ook mit koezen aan rit west.
Nederland denkt behoorlijk te hebben, te bouwen in;Nederland neudeg denkt te hebben, te baauwen in
Misschien ben ik daarom wel gaan schrijven.;Misschain bin k doarom wel schrieven goan.
Ga er nog liever een jaar of tien voor!;Goan der nog geern n joar of tiene veur!
Nieuws was niet op afspraak, want toen raakte;Nuus was niet op òfsproak, want toen roakte
Daar had Woodhouse niets mee te maken, zei hij.;Doar har Woodhouse niks met te moaken, zee er.
Mercedes staan aan de andere kant van de sluis.;Mercedes stoan aan de overkaant van e sloot.
Woodhouse met laksens door het groen land.;Woodhouse met lakschoenen deur t gruunlaand.
KREUZE nummer 93 16e jaargang, november 2021;KREUZE nummer 93 16e joargang, november 2021
"""Dat is ja schiet!"" zei de Moeder.";'Das ist ja scheisse!' zee de Mof.
Een vrouw zit op de bank bij het Water.;n Vraauw zit op t bankje bie t Wad.
Daar praat ze ABN met de notaten.;Doar proat zai ABN mit de notoabeltjes.
Wat denken jullie dat zo'n stront kost...;Wat denken ie wel wat zo'n strontding kost ...
"Toch leuk in Winschoot. ""Eh...";Toch geern in Winschoot.' 'Eh ...
Sinds die begrafenis had de Geert niet meer gezien.;Sunt dij begraffenis haar der Geert nait meer zain.
Het was moeilijk van elkaar of te blijven.;t Was stoer van nkander òf te blieven.
Wat ik je vertel, moet je erover denken.;Wat k die vertel, doarover moste swiegen.
Bij haar leefde haar buurman niet meer.;Bie heur leefde heur noaber nait meer.
Soms zouden ze ons niet afspreken.;Sumtieds hil der zok nait aan ons òfsproaken.
Had ik gedroomd, of was het werkelijk zo?;Haar k dreumd, of was t waarkelk zo?
Het voelde zo onvermijdelijk zwaar.;t Vuilde zok zo onneumelk swoar aan.
Ze moest met hem een afspraak maken.;Zai mos mit hom moar n òfsproak moaken.
Lig toch veel liever met jou dan met de vrouw;Lig doch veul laiver mit die as mit vraauw
En zijn pen wacht ook, vol ongeduld.;En zien pènne wacht ook, vol ongeduld.
Eem en schaap (naar een fabel van;Iem en schoap (noar n foabel van
Havelkoor: 'Nou, voor wat dan?;Havvelkoar: 'Nou, veur wotter din?
Ze maakten er een grote boze wolf van.;Zai maiken der n grode boze wolf van.
Maak de deur vrij, naar het volgende spel.;Wierem deur, noar t volgende speultoentje.
De dochter vond dat het dorp wel mooi was.;Dochter von dat t dörp wel mooi worren was.
Maar die man die maag Eif Everts niet leed.;Mor dij man dij maag Eef Everts nait lieden.
Beide leugens kunnen ze op de rug zien.;Baaide leujonges kin zai op ruggen zain.
Laat hij haar zitten met die twee vingels.;Let hai heur zitten mit dij baaide bìngels.
Daar komen poppen en beestjes op staan.;Doar kommen popkes en baistjes op te stoan.
Heel vaak moet ik dan aan Siert denken.;Hail voak mout k din denken aan Siert.
Dat was mijn beste vriend op de hogeschool.;Dat was mien beste vrund op de legere schoul.
De toon zei dat ik alles aan hem kon vragen.;Toun zee e dat ik alles aan hom vroagen mog.
Edwin is al heel wat jaar bezet en bezet;Edwin is aal hail wat joaren bezeg en as
Grondiger streektaal beroemd verdiend.;Grunneger streektoal roemschoots verdaind.
Ook Josien maakt een geweldige ontwikkeling door.;Ook Josien moakt n geweldege ontwikkeln deur.
Edwin gaat zeker niet naast zijn schoenen lopen.;Edwin gaait beslist nait noast zien schounen lopen.
Met de stroom van het water moesten ze meegaan.;Mit stroom van t wotter mos ze mitgoan.
Ze rookte van slag en dacht dat ze zonk.;Ze roakte van slag en docht dat ze zonk.
En ze dacht aan haar moeder, Leonarda 9.;En ze docht aan heur moeke, Leonarda 9.
Had ik niet moeten doen in deze kanten.;Haar k nait doun mouten in dizze kontrainen.
Niets waard, ik ben er nu al zat van.;Niks weerd, ik bin der nou al zat van.
Ik schrijf dit stukje snel af...;Ik schrief dit stukje gaauw eef...
Ze zijn het niet eens, nergens over.;Onderling binnen zai t nait ains, naargens over.
Nu wil die blauwe weer niet met Deert spelen.;Nou wil dij blaag weer nait mit Geert speulen.
Ik zeg het jullie, ik wil terug naar de stad.;Ik zeg t joe, ik wil weerom noar Stad.
Een dag of wat later kreeg ik een briefje van;n Dag of wat loater kreeg ik n braifke van
Riko toespelde, waar op stond: het;Rikoa touspeuld, woar op ston: 't
"""O jong, dat is toch niet nodig!";'Och jong, dat is ja nait neudeg!
Schreeuw en buig vingers op de snoeren.;Smuie en kromme vingers op de snoaren.
Beer en kameraden (naar een spreekwoord van;Beer en kammeroaden (noar n foabel van
Ozen en radsen (naar een spreekwoord van;Ozzen en radazzen (noar n foabel van
Schinet verdiende een stuk meer dan Douwe.;Sjenet verdainde n boudel meer as Douwe.
Alles goed bedoeld, maar het leed iets anders.;Ales goud bedould, moar t laip wat aanders.
Dit keer vonden we Sjenet zo uitstekend.;Dizzent kinde Sjenet zo veurtreflek.
Dat hielp altijd en altijd buitengewoon.;Dat holp immer en aaltied boetengewoon.
Een paar weken later was het gezin in het dorp.;n Poar weken loater was t gezin ien dörp.
Op de tweede dag ging het gezin naar oom Hinderk.;Op twijde dag ging gezin noar oom Hinderk.
Ik herhaal, denk er een beetje goed over na.;k Herhoal, dink der ains goud over noa.
Hinderk paste toen op Vader.;Hinderk paasde din op Paitertje op.
Hinderk vroeg, of De Wiet wel mee kon.;Hinderk vroug, of Geert ok mit kon.
Overmorgen zouden ze een paar bekijken.;Overmörn zollen zai n poar bekieken.
Het was alsof dit allemaal voorhanden was.;t Was as dizzent derveur kloar zet was.
Je kunt het niet altijd redden met harde taal.;Je redden t nait aaltied mit stoere toal.
Waarom, vraag ik me wel even als criticus.;Woarom, vroag ik mie wel ais as criticus.
Gaat het nog wel over dat vermoedelijk virus?;Gaait t nog wel om dij vermoaledijde virus?
Of ben ik hier weer eens een sceptische?;Of bin ik hier weer teveul n scepticus?
Ik wens jullie veel zegen met deze reis.;Ik wens joe veul zegen bie dizze raais.
Dus heb ik het peperje gemorst voor het apparaat.;Dus hil ik t peperke mor veur t apperoat.
De mensen in het dorp waren zo nieuwsgierig.;Lu in dörp wazzen ja zo nijsgiereg.
Geer mag hij mensen in de lucht hebben.;Geern mog hai lu in t loug biestoan.
Op de achterbank in de kerk daar zag hij hem daar zitten.;Op achterbaank in kerk doar zag ie hom din zitten.
Hugo schilderde haar kerk van binnen en van buiten.;Hugo haar kerk van binnen en van boeten schilderd.
Hugo, die zo aparte in ons dorp leefde.;Hugo, dij zo apaart in ons dörp leefde.
Maar twee jaar piepen is nog geen vijf.;Mor twij joar piepen is nog gain vieve.
De buitenstaander was tante ook nog hardlopend.;Boetendes was taande ook nog haardheurend.
Ze schuifde haar kop en zei: 'Alstublieft?';Zai dee kop schaif en zee: 'Wablieft?'
Zonder dat je er genadeloos in verdronken.;Zunder dat je der genoadeloos in verzoepen.
De triestheid over haar dood was niet erg groot.;Triesterghaid om heur dood was nait slim groot.
Zij is in heel kleine kring begraven.;Zai is in hail klaaine kring begroaven.
Alle leerlingen gingen gewoon naar school.;Ale longliederkes gingen gewoon noar schoul tou.
Hoera, hij was weer op de tuin!;Hoera, hai was weer op t haimstee!
Maar na een paar dagen waren er weer mensen.;Mor noa n poar pazen wazzen dij der weer.
Johan sloeg de voorkant van de fluit tegen zijn keel aan.;Johan hil veurkaant van fluit tegen zien kin aan.
Johan die oude stukjes van de liedjes weg?;Johan dij oarege dailtjes van laidjes vot?
Maar ze fluiten op een blokfluit die hij niet kon.;Mor fluiten op n blokfluit dat kon hai nait.
Ik lig hier mijn minuten uit te tikken op de borst van;Ik lig hier mien minuten vot te tikken op t bero van
Hoe had de dankbarares het ook alweer gezegd?;Hou haar de tachteger t ook alweer zegd?
De heilige beentje met verdieping wilde paus worden.;Haaileg boontje mit verdaipens wol Paus worden.
Maar dan moet de paus wel meewerken, vanzelf.;Mor din mos Paus wel mitwaarken, vanzulf.
De paus huilde: een vuurpijnende draak?;Paus huverde: n vuurspijende droak?
Als de draak daar krinkjes spijt, brandt alles!';As droak doar krinkies spijt, braandt ales!'
Boni moet onmiddellijk op weg naar Groningen!;Boni mos votdoalek op pad noar Gruiningen!
en op een nalatenschap van Koning Poppo!;én op n noazoat van Keunenk Poppo!
De bloeiwit-rode vlag waipte.;Bloot-wit-raauwe vlag wapperde.
Bekijk maar op de petrellen van de Plougschilders.;Kiek mor op petretten van de Plougschilders.
Twee dagen later: tv doet het niet meer!;Twij doage loater: TV dut t nait meer!
Dit was goed voor welvaart in het dorp.;Dizzent was goud veur welvoart ien dörp.
Toen werd er met het aanleggen van glazen vezel begonnen.;Dou wer der mit aanleggen van glaasvezel begonnen.
Die avond maakten ze het eten klaar.;Dij oavend moakten zai t eten kloar.
Ik was verbaasd en zei:;Hinderk verboasd aan en zee: 'k
Harry had daarom moeten begrijpen dat de meester;Harrie haar doarom begriepen mouten dat meester
Een hand is pas aangebracht na een lange tijd.;n Haand is pas aangruid noa laange tied.
Maar zijn rug doet pijn, zit vol met scherpe dingen.;Mor zien rug dut pien, zit vol mit schaarbe dingen.
Nee, de Heer kan het nog lang niet, bij jullie komen.;Nee, Heer t kin nog lang nait, bie Joe kommen.
